File............:  ni3-xiegc - DEC,26.2017

System..........:  Ni-xiegc3
Temperature.....:  -1.3+-0.1C
Time............:  08:18:33-08:27:15
Slewrate........:  100mV/s
Comment.........:  0.6-1.9
                   
                   
                   
                   
Electr.area/sqcm:  
                   
Cyclic voltammogram

Lines:   4015
Columns: 3

Number    Time/s    Potential/V   Current/A 
840         109.0       0.014      3.405e-05
841         109.1       0.027      5.009e-05
842         109.3       0.040      6.230e-05
843         109.4       0.053      6.027e-05
844         109.5       0.066      4.512e-05
845         109.7       0.079      3.186e-05
846         109.8       0.092      2.677e-05
847         109.9       0.105      2.549e-05
848         110.0       0.118      2.464e-05
849         110.2       0.131      2.719e-05
850         110.3       0.144      3.181e-05
851         110.4       0.157      4.032e-05
852         110.6       0.170      5.365e-05
853         110.7       0.183      7.227e-05
854         110.8       0.196      9.666e-05
855         111.0       0.209      1.262e-04
856         111.1       0.222      1.612e-04
857         111.2       0.235      2.012e-04
858         111.3       0.248      2.463e-04
859         111.5       0.261      2.924e-04
860         111.6       0.274      3.441e-04
861         111.7       0.287      3.987e-04
862         111.9       0.300      4.541e-04
863         112.0       0.313      5.103e-04
864         112.1       0.326      5.689e-04
865         112.3       0.339      6.274e-04
866         112.4       0.352      6.901e-04
867         112.5       0.365      7.557e-04
868         112.6       0.378      8.241e-04
869         112.8       0.391      8.993e-04
870         112.9       0.404      9.805e-04
871         113.0       0.417      1.067e-03
872         113.2       0.430      1.158e-03
873         113.3       0.443      1.259e-03
874         113.4       0.456      1.364e-03
875         113.6       0.469      1.471e-03
876         113.7       0.482      1.589e-03
877         113.8       0.495      1.708e-03
878         113.9       0.508      1.829e-03
879         114.1       0.521      1.950e-03
880         114.2       0.534      2.083e-03
881         114.3       0.547      2.208e-03
882         114.5       0.560      2.330e-03
883         114.6       0.573      2.452e-03
884         114.7       0.586      2.578e-03
885         114.9       0.599      2.708e-03
886         115.0       0.612      2.823e-03
887         115.1       0.625      2.947e-03
888         115.2       0.638      3.068e-03
889         115.4       0.651      3.194e-03
890         115.5       0.664      3.309e-03
891         115.6       0.677      3.426e-03
892         115.8       0.690      3.539e-03
893         115.9       0.703      3.648e-03
894         116.0       0.716      3.765e-03
895         116.2       0.729      3.879e-03
896         116.3       0.742      3.995e-03
897         116.4       0.755      4.097e-03
898         116.5       0.768      4.220e-03
899         116.7       0.781      4.327e-03
900         116.8       0.794      4.445e-03
901         116.9       0.807      4.549e-03
902         117.1       0.820      4.644e-03
903         117.2       0.833      4.765e-03
904         117.3       0.846      4.871e-03
905         117.5       0.859      4.977e-03
906         117.6       0.872      5.078e-03
907         117.7       0.885      5.178e-03
908         117.8       0.896      5.240e-03
909         118.0       0.890      4.948e-03
910         118.1       0.877      4.590e-03
911         118.2       0.864      4.281e-03
912         118.4       0.851      4.014e-03
913         118.5       0.838      3.750e-03
914         118.6       0.825      3.504e-03
915         118.8       0.812      3.294e-03
916         118.9       0.799      3.084e-03
917         119.0       0.786      2.880e-03
918         119.1       0.773      2.697e-03
919         119.3       0.760      2.532e-03
920         119.4       0.747      2.372e-03
921         119.5       0.734      2.214e-03
922         119.7       0.720      2.075e-03
923         119.8       0.708      1.943e-03
924         119.9       0.695      1.818e-03
925         120.1       0.682      1.696e-03
926         120.2       0.669      1.588e-03
927         120.3       0.656      1.488e-03
928         120.4       0.642      1.390e-03
929         120.6       0.630      1.297e-03
930         120.7       0.617      1.210e-03
931         120.8       0.603      1.133e-03
932         121.0       0.590      1.055e-03
933         121.1       0.578      9.859e-04
934         121.2       0.564      9.199e-04
935         121.4       0.551      8.573e-04
936         121.5       0.539      7.954e-04
937         121.6       0.525      7.389e-04
938         121.7       0.512      6.831e-04
939         121.9       0.500      6.308e-04
940         122.0       0.486      5.796e-04
941         122.1       0.473      5.305e-04
942         122.3       0.461      4.843e-04
943         122.4       0.447      4.397e-04
944         122.5       0.434      3.977e-04
945         122.7       0.421      3.570e-04
946         122.8       0.408      3.220e-04
947         122.9       0.395      2.889e-04
948         123.0       0.382      2.587e-04
949         123.2       0.369      2.295e-04
950         123.3       0.356      2.045e-04
951         123.4       0.343      1.808e-04
952         123.6       0.330      1.585e-04
953         123.7       0.317      1.391e-04
954         123.8       0.304      1.189e-04
955         124.0       0.291      9.948e-05
956         124.1       0.278      8.024e-05
957         124.2       0.265      6.428e-05
958         124.3       0.252      4.982e-05
959         124.5       0.239      3.756e-05
960         124.6       0.226      2.734e-05
961         124.7       0.213      1.924e-05
962         124.9       0.200      1.431e-05
963         125.0       0.187      1.079e-05
964         125.1       0.174      8.233e-06
965         125.3       0.161      5.586e-06
966         125.4       0.148      4.854e-06
967         125.5       0.135      3.877e-06
968         125.6       0.122      2.686e-06
969         125.8       0.109      2.419e-06
970         125.9       0.096      2.399e-07
971         126.0       0.083      5.650e-07
972         126.2       0.070     -2.207e-07
973         126.3       0.057     -1.108e-06
974         126.4       0.044     -2.018e-06
975         126.6       0.031     -2.771e-06
976         126.7       0.018     -3.992e-06
977         126.8       0.005     -6.486e-06
978         126.9      -0.008     -8.757e-06
